No.;Gene name;Oncogene or Tumor Suppresson gene
3144;MED30;#N/A
3145;RBM8A;#N/A
3146;EDRF1;#N/A
3147;SPTLC1;#N/A
3148;SLC25A36;#N/A
3149;LAMA5;#N/A
3150;CNTF;#N/A
3151;C7;#N/A
3152;PLAU;#N/A
3153;IGF2BP3;#N/A
3154;MARCHF6;#N/A
3155;VSIG4;#N/A
3156;EEF1A2;#N/A
3157;NUDCD3;#N/A
3158;VPS26B;#N/A
3159;APBB1IP;#N/A
3160;SUMO3;#N/A
3161;SH2D1A;x
3162;TGFB1I1;#N/A
3163;NABP1;#N/A
3164;MSH3;x
3165;BAG4;#N/A
3166;SART3;#N/A
3167;TADA3;#N/A
3168;TMEM33;#N/A
3169;JAM2;#N/A
3170;AZI2;#N/A
3171;KRIT1;#N/A
3172;GTF2I;x
3173;NECAB2;#N/A
3174;ROGDI;#N/A
3175;EDC4;#N/A
3176;PSME4;#N/A
3177;OPA1;#N/A
3178;CLASP1;#N/A
3179;TIAM1;#N/A
3180;STK25;#N/A
3181;CSDE1;#N/A
3182;GGA3;#N/A
3183;MAP1LC3B;#N/A
3184;MCAM;#N/A
3185;IDH3B;#N/A
3186;PARP14;#N/A
3187;TXN;#N/A
3188;CKAP5;#N/A
3189;FCHO2;#N/A
3190;USP24;#N/A
3191;COQ4;#N/A
3192;CRMP1;#N/A
3193;HMOX1;#N/A
3194;STAMBP;#N/A
3195;KRR1;#N/A
3196;TNC;#N/A
3197;TRAF3IP3;#N/A
3198;CBWD3;#N/A
3199;SELL;#N/A
3200;DDX56;#N/A
3201;UCP1;#N/A
3202;SEC61A1;#N/A
3203;AP1M2;#N/A
3204;ANAPC10;#N/A
3205;SENP5;#N/A
3206;DIDO1;#N/A
3207;C1QTNF2;#N/A
3208;EIF4E;x
3209;PTBP1;#N/A
3210;POLR2B;#N/A
3211;EPHA8;#N/A
3212;FAM199X;#N/A
3213;MAG;#N/A
3214;PCGF6;#N/A
3215;NAE1;#N/A
3216;FNDC3B;#N/A
3217;MIOS;#N/A
3218;MRPS26;#N/A
3219;CRISP3;#N/A
3220;HTR3E;#N/A
3221;CHAF1B;#N/A
3222;GIPC1;#N/A
3223;CENPO;#N/A
3224;GFOD1;#N/A
3225;RPL31;#N/A
3226;RHOJ;#N/A
3227;RFPL3;#N/A
3228;KIRREL1;#N/A
3229;BCL2A1;#N/A
3230;LBP;#N/A
3231;TSC1;x
3232;ZAP70;#N/A
3233;ASH2L;#N/A
3234;SCHIP1;#N/A
3235;ENOX1;#N/A
3236;NPR1;#N/A
3237;NR1H2;#N/A
3238;TTC3;#N/A
3239;MLANA;#N/A
3240;MTIF2;#N/A
3241;STX5;#N/A
3242;RAB18;#N/A
3243;EPC2;#N/A
3244;NDUFAF3;#N/A
3245;KIF22;#N/A
3246;BAIAP2;#N/A
3247;CEP44;#N/A
3248;HSBP1;#N/A
3249;HNRNPH1;#N/A
3250;GYPC;#N/A
3251;CYHR1;#N/A
3252;PRF1;#N/A
3253;EXOSC1;#N/A
3254;TROAP;#N/A
3255;UCKL1;#N/A
3256;SS18;x
3257;SNRPG;#N/A
3258;SCCPDH;#N/A
3259;KCNIP4;#N/A
3260;ANKRD13B;#N/A
3261;ZW10;#N/A
3262;TTC30A;#N/A
3263;LZIC;#N/A
3264;WWTR1;x
3265;UBE2V1;#N/A
3266;IFNAR2;#N/A
3267;CLIC4;#N/A
3268;PCGF1;#N/A
3269;PNPLA6;#N/A
3270;MED6;#N/A
3271;NID1;#N/A
3272;ATP6V1B1;#N/A
3273;DNM1L;#N/A
3274;NFKBIB;#N/A
3275;ONECUT1;#N/A
3276;FARSA;#N/A
3277;HOMER3;#N/A
3278;RBMX;#N/A
3279;WRN;x
3280;PKD1L3;#N/A
3281;HDAC10;#N/A
3282;DLG2;#N/A
3283;DOT1L;x
3284;AEBP2;#N/A
3285;FBXO6;#N/A
3286;KIF26B;#N/A
3287;MRPL13;#N/A
3288;MAT2B;#N/A
3289;CXCR3;#N/A
3290;YLPM1;#N/A
3291;FANCB;#N/A
3292;GPC3;x
3293;RUNDC3A;#N/A
3294;S100A3;#N/A
3295;CDK5RAP2;#N/A
3296;ZNF213;#N/A
3297;ZNF219;#N/A
3298;MRE11;x
3299;CAMK2A;#N/A
3300;SERINC3;#N/A
3301;ZNF239;#N/A
3302;SP100;#N/A
3303;RNF170;#N/A
3304;SPAG9;#N/A
3305;RABEP1;#N/A
3306;RCOR1;#N/A
3307;HNF1A;x
3308;SLC25A11;#N/A
3309;UBE2T;#N/A
3310;CSNK1G1;#N/A
3311;GAS2L1;#N/A
3312;BASP1;#N/A
3313;ZRSR2;#N/A
3314;GSTA1;#N/A
3315;CALU;#N/A
3316;PRC1;#N/A
3317;PTDSS1;#N/A
3318;ITGA1;#N/A
3319;DNTT;#N/A
3320;TOMM34;#N/A
3321;NDUFAF4;#N/A
3322;HEYL;#N/A
3323;UBXN1;#N/A
3324;NDUFA2;#N/A
3325;RAB21;#N/A
3326;POMC;#N/A
3327;CSRP3;#N/A
3328;ATE1;#N/A
3329;AURKAIP1;#N/A
3330;DCAF10;#N/A
3331;VPS8;#N/A
3332;EYA1;#N/A
3333;KRT6B;#N/A
3334;LTBP1;#N/A
3335;CCL20;#N/A
3336;NUDT21;#N/A
3337;AP3D1;#N/A
3338;PNMA1;#N/A
3339;ZBTB25;#N/A
3340;FOXD4;#N/A
3341;ARPC5L;#N/A
3342;DPY30;#N/A
3343;VDAC1;#N/A
3344;PPP4R3A;#N/A
3345;ATP2B2;#N/A
3346;FGR;#N/A
3347;COMMD8;#N/A
3348;SARAF;#N/A
3349;CXXC1;#N/A
3350;COMMD2;#N/A
3351;H2BC21;#N/A
3352;ELF2;#N/A
3353;MRPL18;#N/A
3354;TONSL;#N/A
3355;HMBOX1;#N/A
3356;RAPGEF2;#N/A
3357;VPS18;#N/A
3358;GAS1;#N/A
3359;ZNF22;#N/A
3360;LDHA;#N/A
3361;IST1;#N/A
3362;TMEM160;#N/A
3363;RALGAPB;#N/A
3364;MAPK7;#N/A
3365;TMED2;#N/A
3366;CBFA2T3;x
3367;MAGEA4;#N/A
3368;GAPVD1;#N/A
3369;VPS36;#N/A
3370;GOLGA4;#N/A
3371;CHRNB3;#N/A
3372;SGIP1;#N/A
3373;DCTN2;#N/A
3374;TENT2;#N/A
3375;KLHL5;#N/A
3376;WWC1;#N/A
3377;TRPC5;#N/A
3378;UBXN4;#N/A
3379;CCNK;#N/A
3380;TLR7;#N/A
3381;UQCRB;#N/A
3382;PROC;#N/A
3383;STXBP3;#N/A
3384;LDB1;#N/A
3385;SMARCAD1;#N/A
3386;TUBGCP4;#N/A
3387;HCN4;#N/A
3388;DDX21;#N/A
3389;ARFGEF2;#N/A
3390;CRISPLD2;#N/A
3391;HSPA6;#N/A
3392;SPOP;x
3393;MAK;#N/A
3394;ISG15;#N/A
3395;UTP14A;#N/A
3396;NSMCE2;#N/A
3397;TMEM67;#N/A
3398;MRPL43;#N/A
3399;GRIA2;#N/A
3400;JAZF1;#N/A
3401;DEK;x
3402;PHF5A;#N/A
3403;ZNF449;#N/A
3404;TWNK;#N/A
3405;SLC25A10;#N/A
3406;MAD2L2;x
3407;SMARCD3;#N/A
3408;BBOX1;#N/A
3409;S100B;#N/A
3410;LRCH2;#N/A
3411;KCND2;#N/A
3412;MYH7;#N/A
3413;GTF3C5;#N/A
3414;RANBP3;#N/A
3415;MAP2K6;#N/A
3416;FNTB;#N/A
3417;PRICKLE3;#N/A
3418;GFPT2;#N/A
3419;MRGBP;#N/A
3420;S100A9;#N/A
3421;RAB22A;#N/A
3422;ULK1;#N/A
3423;MIB2;#N/A
3424;DPPA4;#N/A
3425;OPRM1;#N/A
3426;PTPRG;#N/A
3427;WASL;#N/A
3428;RBM27;#N/A
3429;AIP;x
3430;PPP1R7;#N/A
3431;CAPN1;#N/A
3432;SETD1A;x
3433;ARPC3;#N/A
3434;ZIC2;#N/A
3435;SLC5A3;#N/A
3436;FGD6;#N/A
3437;OAZ3;#N/A
3438;EIF3A;#N/A
3439;FKBP14;#N/A
3440;FBXL20;#N/A
3441;UPF2;#N/A
3442;FBXO7;#N/A
3443;RAB8A;#N/A
3444;ENDOG;#N/A
3445;IPO13;#N/A
3446;DCX;#N/A
3447;ANGPT2;#N/A
3448;H2AC21;#N/A
3449;EBLN2;#N/A
3450;YIF1B;#N/A
3451;AGPS;#N/A
3452;IKZF3;x
3453;GRAP2;#N/A
3454;MRPL20;#N/A
3455;MYL9;#N/A
3456;WDR75;#N/A
3457;P3H1;#N/A
3458;IFNG;#N/A
3459;HMGA2;x
3460;RASGRP1;#N/A
3461;LMBR1;#N/A
3462;MCM8;#N/A
3463;CPNE1;#N/A
3464;SLC38A9;#N/A
3465;BAG1;#N/A
3466;KRT5;#N/A
3467;MYB;x
3468;HOXB8;#N/A
3469;KNSTRN;#N/A
3470;GBE1;#N/A
3471;CCP110;#N/A
3472;CCNL2;#N/A
3473;PDCD6IP;#N/A
3474;XKR4;#N/A
3475;ATP6V1C2;#N/A
3476;MOV10;#N/A
3477;GSN;#N/A
3478;MED21;#N/A
3479;RAD23A;#N/A
3480;MAML1;#N/A
3481;KLHL15;#N/A
3482;NEBL;#N/A
3483;EPAS1;#N/A
3484;MALT1;#N/A
3485;TUBGCP6;#N/A
3486;MORF4L1;#N/A
3487;GMEB2;#N/A
3488;IPO8;#N/A
3489;PSEN2;#N/A
3490;ST6GALNAC5;#N/A
3491;NOC3L;#N/A
3492;NUP43;#N/A
3493;CD2;#N/A
3494;DMTF1;#N/A
3495;ANKRD26;x
3496;NCF2;#N/A
3497;TREM2;#N/A
3498;RPA3;#N/A
3499;SNRPE;#N/A
3500;GNG5;#N/A
3501;MC2R;#N/A
3502;AGER;#N/A
3503;MEN1;x
3504;CD84;#N/A
3505;DPF1;#N/A
3506;ZNF91;#N/A
3507;MYOG;#N/A
3508;SHC4;#N/A
3509;SF3B2;x
3510;PPHLN1;#N/A
3511;CNPY3;#N/A
3512;NR1H3;#N/A
3513;ATP5F1C;#N/A
3514;AFTPH;#N/A
3515;ACTL6B;#N/A
3516;GATAD2B;#N/A
3517;ADAM17;#N/A
3518;PALLD;#N/A
3519;PPFIA2;#N/A
3520;RUNX3;#N/A
3521;HS3ST3B1;#N/A
3522;CSF2RA;#N/A
3523;MED19;#N/A
3524;PVR;#N/A
3525;KIF1B;#N/A
3526;MRTO4;#N/A
3527;FCGR3B;#N/A
3528;GSTA2;#N/A
3529;WDFY2;#N/A
3530;GNAZ;#N/A
3531;CLEC7A;#N/A
3532;ZMYM3;x
3533;HEXIM1;#N/A
3534;GDF5;#N/A
3535;RAD50;x
3536;BSCL2;#N/A
3537;KRT15;#N/A
3538;CXCR4;x
3539;SLA2;#N/A
3540;ASCC1;#N/A
3541;PPP3CB;#N/A
3542;LANCL1;#N/A
3543;EHMT1;#N/A
3544;ENY2;#N/A
3545;ERAL1;#N/A
3546;BTN1A1;#N/A
3547;KLF1;#N/A
3548;STAU2;#N/A
3549;C1D;#N/A
3550;BLVRB;#N/A
3551;KRTAP10-3;#N/A
3552;PPP1R3D;#N/A
3553;CPEB2;#N/A
3554;LMNB1;#N/A
3555;RASAL2;#N/A
3556;SCAMP1;#N/A
3557;SDC1;#N/A
3558;IFNA14;#N/A
3559;DNAH14;#N/A
3560;VEGFD;#N/A
3561;VASP;#N/A
3562;TRAPPC10;#N/A
3563;POLA2;#N/A
3564;COCH;#N/A
3565;CRH;#N/A
3566;SGCD;#N/A
3567;LEMD3;#N/A
3568;LAIR1;#N/A
3569;NOL11;#N/A
3570;MTR;#N/A
3571;PIH1D1;#N/A
3572;CHM;#N/A
3573;STX4;#N/A
3574;LYPD6;#N/A
3575;DAG1;#N/A
3576;RAB2A;#N/A
3577;CDON;#N/A
3578;NAPG;#N/A
3579;XRCC1;x
3580;DCAF15;#N/A
3581;ESF1;#N/A
3582;CCNF;#N/A
3583;IARS1;#N/A
3584;SEMG2;#N/A
3585;PHKG2;#N/A
3586;BRWD3;#N/A
3587;ASCC2;#N/A
3588;PILRA;#N/A
3589;PTPRM;#N/A
3590;SHE;#N/A
3591;PRKCG;#N/A
3592;WDR20;#N/A
3593;PRDX1;#N/A
3594;RPL36;#N/A
3595;STYX;#N/A
3596;MPPED1;#N/A
3597;MAT1A;#N/A
3598;ACTR3;#N/A
3599;RPS4X;#N/A
3600;FLNB;#N/A
3601;GPR37;#N/A
3602;MRPL52;#N/A
3603;PIBF1;#N/A
3604;YIPF3;#N/A
3605;STIL;#N/A
3606;CRBN;x
3607;PPP1R35;#N/A
3608;ID1;x
3609;TULP3;#N/A
3610;RPS15A;#N/A
3611;MUSK;#N/A
3612;NPHS1;#N/A
3613;CLDN3;#N/A
3614;SCAP;#N/A
3615;KANSL1;#N/A
3616;KLHDC3;#N/A
3617;SRP9;#N/A
3618;PDRG1;#N/A
3619;FBXO2;#N/A
3620;E2F4;#N/A
3621;RNF181;#N/A
3622;ATG12;#N/A
3623;FER;#N/A
3624;SACM1L;#N/A
3625;MBOAT1;#N/A
3626;SNRPD3;#N/A
3627;SNX6;#N/A
3628;NUP155;#N/A
3629;PGC;#N/A
3630;KAT7;x
3631;MAST3;#N/A
3632;ACTR6;#N/A
3633;OLA1;#N/A
3634;PEX5;#N/A
3635;ZNF280C;#N/A
3636;RGS20;#N/A
3637;RAB3A;#N/A
3638;UGT1A10;#N/A
3639;NR2E3;#N/A
3640;CPEB3;#N/A
3641;DNAJB11;#N/A
3642;CLINT1;#N/A
3643;POGZ;#N/A
3644;CASP4;#N/A
3645;CBFA2T2;#N/A
3646;C3orf38;#N/A
3647;NAP1L3;#N/A
3648;UBAC2;#N/A
3649;ZNF696;#N/A
3650;FLOT1;#N/A
3651;VPS41;#N/A
3652;POLR1D;#N/A
3653;TMED7;#N/A
3654;SCML1;#N/A
3655;IRX4;#N/A
3656;SSR4;#N/A
3657;ITFG2;#N/A
3658;RNF20;#N/A
3659;WNT10B;#N/A
3660;AFAP1L1;#N/A
3661;EIF3M;#N/A
3662;ARHGAP9;#N/A
3663;PPIL4;#N/A
3664;VPS28;#N/A
3665;NTRK2;x
3666;RAD51B;x
3667;TPRN;#N/A
3668;ACOT8;#N/A
3669;PMPCB;#N/A
3670;CD96;#N/A
3671;RPL26;#N/A
3672;VAMP7;#N/A
3673;CEP120;#N/A
3674;NDUFS6;#N/A
3675;SKI;#N/A
3676;AGFG1;#N/A
3677;C2orf69;#N/A
3678;THOC7;#N/A
3679;CXCL12;#N/A
3680;ASF1B;#N/A
3681;CACNG2;#N/A
3682;EXOSC2;#N/A
3683;ABCA2;#N/A
3684;ANKRD40;#N/A
3685;PDIA6;#N/A
3686;PHF10;#N/A
3687;HS2ST1;#N/A
3688;ASGR1;#N/A
3689;MRPL28;#N/A
3690;MYEF2;#N/A
3691;DSP;#N/A
3692;MSL1;#N/A
3693;LBR;#N/A
3694;XPC;x
3695;CD28;x
3696;DNAJC5;#N/A
3697;PCNT;#N/A
3698;TMED5;#N/A
3699;SEMA7A;#N/A
3700;TRIM32;#N/A
3701;UNC5A;#N/A
3702;CHORDC1;#N/A
3703;DARS1;#N/A
3704;SRMS;#N/A
3705;DHX15;#N/A
3706;GNG8;#N/A
3707;PRIM1;#N/A
3708;SNRNP40;#N/A
3709;SULT1A1;#N/A
3710;FOXN1;#N/A
3711;TTPAL;#N/A
3712;KIF7;#N/A
3713;CRNKL1;#N/A
3714;CTNNA2;#N/A
3715;CA2;#N/A
3716;PRPF3;#N/A
3717;PHF20L1;#N/A
3718;NSFL1C;#N/A
3719;APLP1;#N/A
3720;RNF111;#N/A
3721;TTF2;#N/A
3722;SNX3;#N/A
3723;RBM28;#N/A
3724;NotFound;#N/A
3725;GABPB1;#N/A
3726;NOP2;#N/A
3727;PCGF2;#N/A
3728;PAICS;#N/A
3729;TICAM2;#N/A
3730;EME1;#N/A
3731;IRF4;x
3732;IFNA6;#N/A
3733;AIPL1;#N/A
3734;PLD1;#N/A
3735;PDCD11;#N/A
3736;DNAJA3;#N/A
3737;PPP1R15B;#N/A
3738;EPOR;x
3739;IGFBP4;#N/A
3740;CHD6;#N/A
3741;G6PD;#N/A
3742;MTMR7;#N/A
3743;PFDN4;#N/A
3744;GNG4;#N/A
3745;GPAA1;#N/A
3746;MEX3C;#N/A
3747;CIAO1;#N/A
3748;CLN3;#N/A
3749;DPM3;#N/A
3750;FAM193A;#N/A
3751;STX11;#N/A
3752;H1-4;x
3753;CDK5R1;#N/A
3754;CKS1B;#N/A
3755;PREPL;#N/A
3756;KLHL24;#N/A
3757;HTR2A;#N/A
3758;CRX;#N/A
3759;SIX6;#N/A
3760;CCDC137;#N/A
3761;ZNF410;#N/A
3762;RDX;#N/A
3763;POLR3H;#N/A
3764;CCND3;x
3765;HNRNPLL;#N/A
3766;SS18L1;#N/A
3767;BRMS1;#N/A
3768;HSCB;#N/A
3769;HSPB8;#N/A
3770;AKAP8L;#N/A
3771;RPA4;#N/A
3772;AKT3;x
3773;KRT32;#N/A
3774;HSD17B6;#N/A
3775;PHF3;#N/A
3776;CLSPN;#N/A
3777;POLR3E;#N/A
3778;COPA;#N/A
3779;NAA16;#N/A
3780;NBN;x
3781;TFEC;#N/A
3782;DIO2;#N/A
3783;IL18;#N/A
3784;LMO1;x
3785;CTSL;#N/A
3786;CD82;#N/A
3787;TFE3;x
3788;B3GNT3;#N/A
3789;DUSP9;#N/A
3790;VAV2;x
3791;SAP18;#N/A
3792;CCDC102B;#N/A
3793;FGFR4;x
3794;RRP9;#N/A
3795;BCL6B;#N/A
3796;ZNF205;#N/A
3797;KLK13;#N/A
3798;TIMP3;#N/A
3799;FANCA;x
3800;INPP5D;#N/A
3801;PSME1;#N/A
3802;OAZ2;#N/A
3803;IFNA13;#N/A
3804;LAT;#N/A
3805;FOXR1;#N/A
3806;TCF20;#N/A
3807;SMAD6;#N/A
3808;NUP85;#N/A
3809;ENTPD1;#N/A
3810;S100A1;#N/A
3811;GPR180;#N/A
3812;WDR37;#N/A
3813;NOL12;#N/A
3814;PMM1;#N/A
3815;POM121;#N/A
3816;FCN1;#N/A
3817;WIPI2;#N/A
3818;TMED8;#N/A
3819;SUSD4;#N/A
3820;COPB1;#N/A
3821;USO1;#N/A
3822;PLS1;#N/A
3823;RBMX2;#N/A
3824;RPL15;#N/A
3825;SNAP23;#N/A
3826;YOD1;#N/A
3827;CD59;#N/A
3828;KBTBD2;#N/A
3829;PURB;#N/A
3830;TCTN2;#N/A
3831;APBB2;#N/A
3832;POLR1B;#N/A
3833;CTSK;#N/A
3834;KCNV2;#N/A
3835;SALL1;#N/A
3836;SELP;#N/A
3837;GUCY1B1;#N/A
3838;KRTAP10-9;#N/A
3839;KHSRP;#N/A
3840;HMMR;#N/A
3841;RMND5A;#N/A
3842;ZFX;#N/A
3843;CD63;#N/A
3844;MSC;#N/A
3845;SLC2A3;#N/A
3846;TIGD5;#N/A
3847;RASL12;#N/A
3848;GTF2H3;#N/A
3849;ELMO2;#N/A
3850;HAT1;#N/A
3851;MBD2;#N/A
3852;HAUS1;#N/A
3853;RPL29;#N/A
3854;TGFBRAP1;#N/A
3855;HSF2;#N/A
3856;TNFRSF14;x
3857;SH3GL2;#N/A
3858;MAGT1;#N/A
3859;CENPU;#N/A
3860;CDK12;x
3861;BRD7;#N/A
3862;HES1;#N/A
3863;TUBB2B;#N/A
3864;KRT14;#N/A
3865;POU5F1;#N/A
3866;RAB40AL;#N/A
3867;DDX1;#N/A
3868;TGIF1;#N/A
3869;NUP54;#N/A
3870;SRM;#N/A
3871;PRELP;#N/A
3872;HSPA14;#N/A
3873;DSG3;#N/A
3874;NPTX1;#N/A
3875;SLC8A1;#N/A
3876;MRAP;#N/A
3877;CKAP4;#N/A
3878;GPM6A;#N/A
3879;UBE2A;x
3880;HLA-DRA;#N/A
3881;STK35;#N/A
3882;BPIFB3;#N/A
3883;ZFP14;#N/A
3884;CDK3;#N/A
3885;NDUFB5;#N/A
3886;PKN1;#N/A
3887;CCNA1;#N/A
3888;HVCN1;#N/A
3889;RAD54L;#N/A
3890;USP46;#N/A
3891;TUT4;#N/A
3892;NGDN;#N/A
3893;SMNDC1;#N/A
3894;DYRK2;#N/A
3895;PSG3;#N/A
3896;LGALS12;#N/A
3897;RECK;#N/A
3898;UGGT2;#N/A
3899;RPL26L1;#N/A
3900;CR2;#N/A
3901;SEPTIN1;#N/A
3902;LACRT;#N/A
3903;NCKAP1L;#N/A
3904;KRT1;#N/A
3905;PLIN1;#N/A
3906;USP3;#N/A
3907;CLPTM1;#N/A
3908;SELENOT;#N/A
3909;LRRC8B;#N/A
3910;EXOSC10;#N/A
3911;BCAN;#N/A
3912;CCL2;#N/A
3913;RTN4;#N/A
3914;STX10;#N/A
3915;ITSN1;#N/A
3916;IL13RA1;#N/A
3917;ITGA6;#N/A
3918;MATN3;#N/A
3919;C9;#N/A
3920;TPP2;#N/A
3921;ARNTL;#N/A
3922;VAV3;#N/A
3923;SNX5;#N/A
3924;RPL19;#N/A
3925;POLR2K;#N/A
3926;HOXA5;#N/A
3927;CASP14;#N/A
3928;ITK;#N/A
3929;ECH1;#N/A
3930;RPS19;#N/A
3931;IK;#N/A
3932;NOD1;#N/A
3933;IAPP;#N/A
3934;EPHA4;#N/A
3935;NIPSNAP2;#N/A
3936;NETO2;#N/A
3937;KAT6A;#N/A
3938;ELL2;x
3939;FNDC3A;#N/A
3940;SELENOO;#N/A
3941;LRP2BP;#N/A
3942;FGF3;x
3943;GLI2;#N/A
3944;KLHL17;#N/A
3945;IFNB1;#N/A
3946;ELMO1;#N/A
3947;SVIL;#N/A
3948;IRF2;x
3949;RNF216;#N/A
3950;SHMT2;#N/A
3951;ZNF483;#N/A
3952;GRIK1;#N/A
3953;RPS9;#N/A
3954;CDK5RAP1;#N/A
3955;CLEC12A;#N/A
3956;SPDYA;#N/A
3957;JARID2;x
3958;IL1RN;#N/A
3959;PRKAR2A;#N/A
3960;THAP7;#N/A
3961;HAUS2;#N/A
3962;CCDC18;#N/A
3963;UGCG;#N/A
3964;SALL2;#N/A
3965;ID2;#N/A
3966;VSIG2;#N/A
3967;POLDIP2;#N/A
3968;ATPAF2;#N/A
3969;IFIT2;#N/A
3970;MACROH2A1;#N/A
3971;CPSF2;#N/A
3972;HTR1A;#N/A
3973;DNMT3A;x
3974;MRPS22;#N/A
3975;USP47;#N/A
3976;SLC35A5;#N/A
3977;RRAGB;#N/A
3978;CEBPG;#N/A
3979;HEPACAM2;#N/A
3980;DGKQ;#N/A
3981;MFAP2;#N/A
3982;KANSL2;#N/A
3983;HSPB6;#N/A
3984;JUND;#N/A
3985;IL4;#N/A
3986;ARID4A;x
3987;CRNN;#N/A
3988;HIRA;x
3989;SLC38A6;#N/A
3990;APLF;#N/A
3991;S100P;#N/A
3992;HK2;#N/A
3993;FZD3;#N/A
3994;ING3;#N/A
3995;AARS2;#N/A
3996;ALDOA;#N/A
3997;RBM4B;#N/A
3998;NT5E;#N/A
3999;H2BC11;#N/A
4000;PER1;#N/A
4001;MEFV;#N/A
4002;PLCB2;#N/A
4003;BICC1;#N/A
4004;IL10;#N/A
4005;SF3A1;#N/A
4006;ZNF768;#N/A
4007;VARS1;#N/A
4008;TSSK1B;#N/A
4009;EPHA3;x
4010;DOK3;#N/A
4011;FGF10;x
4012;SCFD1;#N/A
4013;HAUS3;#N/A
4014;PABPC5;#N/A
4015;PIK3R5;#N/A
4016;TAGLN;#N/A
4017;HM13;#N/A
4018;TPM2;#N/A
4019;SNAI2;#N/A
4020;PTBP3;#N/A
4021;KRT85;#N/A
4022;WSB1;#N/A
4023;SRSF12;#N/A
4024;SOCS7;#N/A
4025;VPS37A;#N/A
4026;CDK18;#N/A
4027;MRPL10;#N/A
4028;CDKL5;#N/A
4029;MED10;#N/A
4030;QPRT;#N/A
4031;TPM3;#N/A
4032;MAFG;#N/A
4033;PROS1;#N/A
4034;SNAP25;#N/A
4035;RP1L1;#N/A
4036;ALK;x
4037;WBP4;#N/A
4038;TGFA;#N/A
4039;DNAJB4;#N/A
4040;LIPE;#N/A
4041;CCDC86;#N/A
4042;DSCC1;#N/A
4043;ZNF568;#N/A
4044;PPP3CC;#N/A
4045;GCFC2;#N/A
4046;NPLOC4;#N/A
4047;TUBB8;#N/A
4048;NDE1;#N/A
4049;FOXJ1;#N/A
4050;MDC1;#N/A
4051;ERGIC2;#N/A
4052;AKAP8;#N/A
4053;CLEC2D;#N/A
4054;LAPTM5;#N/A
4055;ANKRD46;#N/A
4056;KCNAB1;#N/A
4057;RBM7;#N/A
4058;SLAMF7;#N/A
4059;LIG3;#N/A
4060;MGRN1;#N/A
4061;IRF2BP1;#N/A
4062;LIMK1;#N/A
4063;PHLDB2;#N/A
4064;NMI;#N/A
4065;ATP12A;#N/A
4066;PPP1R16A;#N/A
4067;LRIG2;#N/A
4068;ERH;#N/A
4069;RTN4R;#N/A
4070;MED25;#N/A
4071;WDR76;#N/A
4072;DMAP1;#N/A
4073;ST8SIA4;#N/A
4074;SHKBP1;#N/A
4075;LDLR;#N/A
4076;SPTBN1;#N/A
4077;MAP3K11;#N/A
4078;DHH;#N/A
4079;CAMK2D;#N/A
4080;CDH4;x
4081;HJV;#N/A
4082;UBTF;x
4083;CA10;#N/A
4084;PRKG1;#N/A
4085;ZNF7;#N/A
4086;DPYSL5;#N/A
4087;SNTA1;#N/A
4088;SUGP1;#N/A
4089;MAF1;#N/A
4090;FZD8;#N/A
4091;NOS3;#N/A
4092;ATP5MC1;#N/A
4093;LSM1;#N/A
4094;TMEM59L;#N/A
4095;TXLNA;#N/A
4096;LDHD;#N/A
4097;ERLEC1;#N/A
4098;SLC12A4;#N/A
4099;IFT88;#N/A
4100;HAND1;#N/A
4101;LEP;#N/A
4102;LMAN2;#N/A
4103;NLRC3;#N/A
4104;AKR1C4;#N/A
4105;SLN;#N/A
4106;SLC39A3;#N/A
4107;MED15;#N/A
4108;GON4L;#N/A
4109;ZBTB40;#N/A
4110;CD33;#N/A
4111;GSTA3;#N/A
4112;IFFO1;#N/A
4113;H3-3A;x
4114;RABAC1;#N/A
4115;MARK3;#N/A
4116;FAM126A;#N/A
4117;CBR1;#N/A
4118;SYCP3;#N/A
4119;PTPRS;x
4120;PDGFC;#N/A
4121;BATF;#N/A
4122;CLK4;#N/A
4123;SPRY2;#N/A
4124;PSME2;#N/A
4125;SIX3;#N/A
4126;DES;#N/A
4127;THUMPD1;#N/A
4128;CENPL;#N/A
4129;ARHGAP15;#N/A
4130;IL23R;#N/A
4131;DENND4C;#N/A
4132;TAP2;#N/A
4133;PRMT8;#N/A
4134;H2BC17;#N/A
4135;OIP5;#N/A
4136;SSTR2;#N/A
4137;CLDN1;#N/A
4138;CITED2;#N/A
4139;SKA3;#N/A
4140;UCHL3;#N/A
4141;PTPRZ1;#N/A
4142;ETS2;#N/A
4143;TEX14;#N/A
4144;SART1;#N/A
4145;ESCO1;#N/A
4146;PTPN22;#N/A
4147;ARHGEF1;#N/A
4148;SEC24A;#N/A
4149;IL21R;#N/A
4150;H2BC14;#N/A
4151;ELK1;#N/A
4152;TSPAN4;#N/A
4153;TOP1MT;#N/A
4154;TBC1D15;#N/A
4155;TSC22D1;#N/A
4156;ZC3HAV1;#N/A
4157;UBE2K;#N/A
4158;NCAN;#N/A
4159;NDUFB11;#N/A
4160;SBSN;#N/A
4161;HTRA2;#N/A
4162;KDM5A;x
4163;THOC5;#N/A
4164;UBOX5;#N/A
4165;SERPINB13;#N/A
4166;SLC39A10;#N/A
4167;ETAA1;x
4168;VAC14;#N/A
4169;CGA;#N/A
4170;WIZ;#N/A
4171;SMPD2;#N/A
4172;FRK;#N/A
4173;VWF;#N/A
4174;SDR9C7;#N/A
