No.;Gene name;Oncogene or Tumor Suppresson gene
2806;GTF3C3;#N/A
2807;AK1;#N/A
2808;DNAJA2;#N/A
2809;QKI;x
2810;ALDH3A2;#N/A
2811;PTCD3;#N/A
2812;SF3B3;#N/A
2813;CEP63;#N/A
2814;CLK3;#N/A
2815;MZT1;#N/A
2816;SPDYA;#N/A
2817;CKAP4;#N/A
2818;MAPKAPK5;#N/A
2819;ERAL1;#N/A
2820;SETD1A;x
2821;RPS6KA5;#N/A
2822;RPL28;#N/A
2823;ZNF678;#N/A
2824;DHX38;#N/A
2825;SYNJ2;#N/A
2826;RANGAP1;#N/A
2827;WWP2;#N/A
2828;NSD3;#N/A
2829;MRPL52;#N/A
2830;TACC1;#N/A
2831;NUP43;#N/A
2832;ALDH1B1;#N/A
2833;ETS1;x
2834;RCOR1;#N/A
2835;REEP5;#N/A
2836;PRICKLE3;#N/A
2837;PCF11;#N/A
2838;EMG1;#N/A
2839;FOXP1;x
2840;EPAS1;#N/A
2841;H2BC11;#N/A
2842;MRPS11;#N/A
2843;UTP11;#N/A
2844;FBXO6;#N/A
2845;UBE2K;#N/A
2846;WDR43;#N/A
2847;SPRY2;#N/A
2848;AXIN2;x
2849;MYPN;#N/A
2850;POLRMT;#N/A
2851;KRT17;#N/A
2852;PPARA;#N/A
2853;SMC5;#N/A
2854;HLA-E;#N/A
2855;MBD1;#N/A
2856;PKP1;#N/A
2857;CNBP;#N/A
2858;MAPKAP1;#N/A
2859;WDR37;#N/A
2860;QSER1;#N/A
2861;LRRTM2;#N/A
2862;PPIE;#N/A
2863;GOLGA5;#N/A
2864;EIF3G;#N/A
2865;DSP;#N/A
2866;ITGA11;#N/A
2867;CYFIP1;#N/A
2868;KIF18A;#N/A
2869;ACACA;#N/A
2870;SMARCAD1;#N/A
2871;TNFAIP3;x
2872;AKR1C1;#N/A
2873;CLINT1;#N/A
2874;RPAP1;#N/A
2875;IFI30;#N/A
2876;FBP2;#N/A
2877;EDA;#N/A
2878;TCAP;#N/A
2879;MZT2B;#N/A
2880;TKT;#N/A
2881;CBR3;#N/A
2882;INS;#N/A
2883;PPP6C;x
2884;SHB;#N/A
2885;SUN2;#N/A
2886;NUP85;#N/A
2887;SPOP;x
2888;KCNQ5;#N/A
2889;NPY1R;#N/A
2890;MAP3K11;#N/A
2891;SND1;#N/A
2892;UBE3C;#N/A
2893;MAGEA6;#N/A
2894;CDH9;#N/A
2895;RAD52;#N/A
2896;MRPL24;#N/A
2897;PDHA1;#N/A
2898;IRAK4;#N/A
2899;H2BC5;#N/A
2900;COPA;#N/A
2901;FLAD1;#N/A
2902;NT5E;#N/A
2903;NDE1;#N/A
2904;MED6;#N/A
2905;PRG2;#N/A
2906;WASL;#N/A
2907;YIPF5;#N/A
2908;UBTF;x
2909;TSC1;x
2910;UMPS;#N/A
2911;SHCBP1;#N/A
2912;AHCYL2;#N/A
2913;CD2AP;#N/A
2914;TMEFF1;#N/A
2915;CHCHD2;#N/A
2916;COL4A2;#N/A
2917;ACVR1B;x
2918;USP28;#N/A
2919;ISLR;#N/A
2920;TRIM32;#N/A
2921;TMPPE;#N/A
2922;MAP1B;#N/A
2923;DNAH14;#N/A
2924;CDK18;#N/A
2925;NOTCH2;x
2926;CEP120;#N/A
2927;FAM199X;#N/A
2928;PPFIBP1;#N/A
2929;NDUFB5;#N/A
2930;CAMKK2;#N/A
2931;MLH3;x
2932;PPIH;#N/A
2933;CTDSPL2;#N/A
2934;KRI1;#N/A
2935;NEK7;#N/A
2936;COG8;#N/A
2937;RFPL4B;#N/A
2938;BTC;#N/A
2939;KRT13;#N/A
2940;TRAPPC1;#N/A
2941;CCNA1;#N/A
2942;CLEC11A;#N/A
2943;SHKBP1;#N/A
2944;CACNA1A;#N/A
2945;SLAMF6;#N/A
2946;LRP5;x
2947;TPM1;#N/A
2948;TUBB4B;#N/A
2949;SYNPO2;#N/A
2950;FARSB;#N/A
2951;ASB1;#N/A
2952;ARF1;#N/A
2953;RRAS2;x
2954;RPS6KA2;#N/A
2955;ATG2B;#N/A
2956;CBWD3;#N/A
2957;ZBTB38;#N/A
2958;NSD1;x
2959;LZTS2;#N/A
2960;ELF2;#N/A
2961;POLDIP2;#N/A
2962;STRAP;#N/A
2963;CA8;#N/A
2964;RFWD3;#N/A
2965;ACVR2A;x
2966;GRB14;#N/A
2967;BORA;#N/A
2968;WNT5A;#N/A
2969;CDC123;#N/A
2970;CCDC127;#N/A
2971;ERCC6L;#N/A
2972;USP4;#N/A
2973;TGS1;#N/A
2974;POLR2D;#N/A
2975;PKHD1;#N/A
2976;CD27;#N/A
2977;WDR74;#N/A
2978;P3H4;#N/A
2979;KARS1;#N/A
2980;NDUFS6;#N/A
2981;IL10RA;#N/A
2982;BSCL2;#N/A
2983;SLC9A4;#N/A
2984;ANAPC5;#N/A
2985;AP3B1;#N/A
2986;PRKAG2;#N/A
2987;XAB2;#N/A
2988;ARHGEF12;x
2989;PIP5K1A;#N/A
2990;ECPAS;#N/A
2991;HOXA9;#N/A
2992;DAG1;#N/A
2993;OCRL;#N/A
2994;ARHGAP5;#N/A
2995;THOC7;#N/A
2996;SNRPC;#N/A
2997;RXRB;#N/A
2998;MRPL13;#N/A
2999;OSGIN1;#N/A
3000;UBASH3A;#N/A
3001;PTPRN;#N/A
3002;NEUROD1;#N/A
3003;PLEKHA3;#N/A
3004;SAP18;#N/A
3005;ARHGEF15;#N/A
3006;TSC22D1;#N/A
3007;UBE2E1;#N/A
3008;ATP5MF;#N/A
3009;FYCO1;#N/A
3010;SMAD7;#N/A
3011;HIPK2;#N/A
3012;IL2RG;#N/A
3013;PTGES3;#N/A
3014;TARS2;#N/A
3015;MCU;#N/A
3016;ARHGDIA;#N/A
3017;TMEM185A;#N/A
3018;GRB10;#N/A
3019;SLC30A7;#N/A
3020;HOMER3;#N/A
3021;ZNF91;#N/A
3022;ZWILCH;#N/A
3023;HEXIM1;#N/A
3024;NSL1;#N/A
3025;PDCD10;#N/A
3026;FLNB;#N/A
3027;TXN;#N/A
3028;APOE;#N/A
3029;PAFAH1B3;#N/A
3030;MCC;#N/A
3031;TRIM63;#N/A
3032;ITPR1;#N/A
3033;GRIP1;#N/A
3034;SELENOF;#N/A
3035;IFNA5;#N/A
3036;ZRANB1;#N/A
3037;HASPIN;#N/A
3038;PFDN2;#N/A
3039;CSPP1;#N/A
3040;TSEN54;#N/A
3041;TCF20;#N/A
3042;STRN4;#N/A
3043;WWOX;#N/A
3044;MRPS35;#N/A
3045;AFDN;x
3046;FOXC2;#N/A
3047;TCF7;#N/A
3048;CEP72;#N/A
3049;RBM26;#N/A
3050;DBF4;#N/A
3051;SIN3B;#N/A
3052;APPBP2;#N/A
3053;GOLGA4;#N/A
3054;PRKG1;#N/A
3055;TNFRSF10A;#N/A
3056;SELPLG;#N/A
3057;TP73;#N/A
3058;PPP3CB;#N/A
3059;NUDT18;#N/A
3060;MED14;#N/A
3061;GAL;#N/A
3062;STARD3;#N/A
3063;BRAT1;#N/A
3064;ZNF562;#N/A
3065;USP21;#N/A
3066;APLP1;#N/A
3067;HOXB3;#N/A
3068;SAV1;#N/A
3069;PDHB;#N/A
3070;EIF4A2;x
3071;PCGF5;#N/A
3072;ARID4B;x
3073;DNMT3A;x
3074;DCUN1D1;x
3075;ATAD3B;#N/A
3076;GTF3C2;#N/A
3077;L3MBTL3;#N/A
3078;DEPDC1B;#N/A
3079;CBLC;#N/A
3080;ANKRD17;#N/A
3081;DUSP6;#N/A
3082;ATG5;#N/A
3083;DGKB;#N/A
3084;PTTG1;#N/A
3085;GNA12;x
3086;SLA2;#N/A
3087;BCL7C;#N/A
3088;MTDH;#N/A
3089;SPOUT1;#N/A
3090;WDR62;#N/A
3091;ZRSR2;#N/A
3092;CD53;#N/A
3093;MYL6;#N/A
3094;MYCN;x
3095;ITGA5;#N/A
3096;CENPH;#N/A
3097;RAD23A;#N/A
3098;H2BC17;#N/A
3099;MAST2;#N/A
3100;TUBGCP6;#N/A
3101;KDM5C;x
3102;ACTL8;#N/A
3103;CFLAR;#N/A
3104;WDR24;#N/A
3105;COPS3;#N/A
3106;WDR20;#N/A
3107;GTF2E2;#N/A
3108;FANCM;x
3109;SMURF1;#N/A
3110;ZMYM6;#N/A
3111;KPNA6;#N/A
3112;GABPB1;#N/A
3113;MORF4L1;#N/A
3114;CEP192;#N/A
3115;PGR;x
3116;ANXA10;#N/A
3117;TALDO1;#N/A
3118;CBWD1;#N/A
3119;SIAH2;#N/A
3120;POSTN;#N/A
3121;EDC4;#N/A
3122;NELFB;#N/A
3123;ZNF281;#N/A
3124;NKX6-1;#N/A
3125;FAM78A;#N/A
3126;SERPINB5;#N/A
3127;RPA3;#N/A
3128;EDC3;#N/A
3129;NFYA;#N/A
3130;BOLA1;#N/A
3131;TRAF4;#N/A
3132;HOXB2;#N/A
3133;NOTCH3;x
3134;MAP3K10;#N/A
3135;FSD1;#N/A
3136;MCM5;#N/A
3137;RASSF10;#N/A
3138;RASSF9;#N/A
3139;CREB3L1;#N/A
3140;ATXN7;x
3141;CCND2;x
3142;CCNH;#N/A
3143;SRP68;#N/A
3144;NKRF;#N/A
3145;RFC1;#N/A
3146;CACYBP;#N/A
3147;TGFB2;#N/A
3148;GNG5;#N/A
3149;H1-4;x
3150;TTC30B;#N/A
3151;FOXR1;#N/A
3152;MTPAP;#N/A
3153;UCKL1;#N/A
3154;UBE2E3;#N/A
3155;TSSC4;#N/A
3156;GDNF;#N/A
3157;NR1H2;#N/A
3158;DAD1;#N/A
3159;CTPS1;#N/A
3160;GAPDHS;#N/A
3161;DAPK3;#N/A
3162;CCNE2;#N/A
3163;GMNN;#N/A
3164;ZFYVE9;#N/A
3165;IKZF3;x
3166;SNRPA;#N/A
3167;ADAM12;#N/A
3168;POMK;#N/A
3169;ZNF490;#N/A
3170;SH3GL2;#N/A
3171;TEC;#N/A
3172;BANP;#N/A
3173;DCUN1D5;#N/A
3174;CHCHD1;#N/A
3175;SLC3A2;#N/A
3176;CTNNA2;#N/A
3177;AP1G1;#N/A
3178;HNRNPA3;#N/A
3179;TRAP1;#N/A
3180;CLNS1A;#N/A
3181;SRP54;#N/A
3182;RGS2;#N/A
3183;NDFIP1;#N/A
3184;PKN1;#N/A
3185;RPS19BP1;#N/A
3186;ACVR1;x
3187;THRAP3;#N/A
3188;NDUFV1;#N/A
3189;RECQL5;#N/A
3190;USO1;#N/A
3191;VDR;#N/A
3192;FNTB;#N/A
3193;CD6;#N/A
3194;MRPL10;#N/A
3195;TTR;#N/A
3196;CD59;#N/A
3197;SSR1;#N/A
3198;GSTK1;#N/A
3199;CUX1;x
3200;LASP1;#N/A
3201;CDK20;#N/A
3202;LETMD1;#N/A
3203;WNK4;#N/A
3204;ATP6V1B1;#N/A
3205;EXOC1;#N/A
3206;SERPINA1;#N/A
3207;THOC5;#N/A
3208;CASK;#N/A
3209;AUP1;#N/A
3210;DSG2;#N/A
3211;SMYD3;x
3212;ATP5F1C;#N/A
3213;KIF20B;#N/A
3214;MLANA;#N/A
3215;USP25;#N/A
3216;VPS28;#N/A
3217;GPS2;x
3218;FES;x
3219;KIF7;#N/A
3220;HSF4;#N/A
3221;GET4;#N/A
3222;LOXL2;#N/A
3223;ARPC2;#N/A
3224;BMPR1A;x
3225;MYO6;#N/A
3226;PSMF1;#N/A
3227;BRMS1;#N/A
3228;SYNPR;#N/A
3229;ZNF687;#N/A
3230;MAD2L1BP;#N/A
3231;YY1AP1;#N/A
3232;LRSAM1;#N/A
3233;PLD1;#N/A
3234;KIF21A;#N/A
3235;INTS8;#N/A
3236;NFAT5;#N/A
3237;POLR2K;#N/A
3238;RGS20;#N/A
3239;SRFBP1;#N/A
3240;UHMK1;#N/A
3241;GMPPA;#N/A
3242;ZNF264;#N/A
3243;TDP1;#N/A
3244;GIPC1;#N/A
3245;TRPC5;#N/A
3246;DLX5;#N/A
3247;MDC1;#N/A
3248;VSIG4;#N/A
3249;IFT57;#N/A
3250;AVPR1B;#N/A
3251;EBLN2;#N/A
3252;SART1;#N/A
3253;OSGEP;#N/A
3254;SPECC1L;#N/A
3255;HOXB9;#N/A
3256;TNKS;#N/A
3257;SUFU;x
3258;CAPZB;#N/A
3259;MRPL55;#N/A
3260;SRSF9;#N/A
3261;HAND2;#N/A
3262;SENP2;#N/A
3263;UBE2L3;#N/A
3264;AP1B1;#N/A
3265;SSH2;#N/A
3266;RBM25;#N/A
3267;ETV6;x
3268;TRAIP;#N/A
3269;ATF7IP;#N/A
3270;XRN2;#N/A
3271;PYGL;#N/A
3272;PAIP1;#N/A
3273;PRPF6;#N/A
3274;ITGB3BP;#N/A
3275;GNG4;#N/A
3276;TJP2;#N/A
3277;MYH6;#N/A
3278;LMBR1;#N/A
3279;ATF3;#N/A
3280;IFNAR1;#N/A
3281;CENPN;#N/A
3282;ELMO1;#N/A
3283;L3MBTL2;#N/A
3284;TRA2B;#N/A
3285;N4BP2;#N/A
3286;SCN5A;#N/A
3287;RPRD2;#N/A
3288;IRF2BP2;#N/A
3289;GATA1;#N/A
3290;GYPA;#N/A
3291;SPHK1;#N/A
3292;VARS1;#N/A
3293;ANKRD28;#N/A
3294;KLC4;#N/A
3295;BBS1;#N/A
3296;PKN3;#N/A
3297;PCNT;#N/A
3298;CCDC59;#N/A
3299;RAVER1;#N/A
3300;CCDC22;#N/A
3301;PEX5;#N/A
3302;NMI;#N/A
3303;GTF2I;x
3304;LRIG2;#N/A
3305;WNT7A;#N/A
3306;PAN3;#N/A
3307;RBM28;#N/A
3308;DNM2;x
3309;RAG2;#N/A
3310;IPO11;#N/A
3311;TUBGCP5;#N/A
3312;STX5;#N/A
3313;AHCYL1;#N/A
3314;RPL35A;#N/A
3315;BUD31;#N/A
3316;DGKE;#N/A
3317;GSTM5;#N/A
3318;NDUFS4;#N/A
3319;TEX11;#N/A
3320;DDX23;#N/A
3321;BRAP;#N/A
3322;PFN1;#N/A
3323;TRPS1;#N/A
3324;DIAPH1;#N/A
3325;LAMB3;#N/A
3326;IRF7;#N/A
3327;ING4;#N/A
3328;SF3A1;#N/A
3329;PPP4R3A;#N/A
3330;CASC3;#N/A
3331;BCAN;#N/A
3332;C1orf43;#N/A
3333;IGHG1;#N/A
3334;SPICE1;#N/A
3335;MRPL2;#N/A
3336;XRCC2;x
3337;GLRA2;#N/A
3338;WDHD1;#N/A
3339;SF3A3;#N/A
3340;PSME1;#N/A
3341;RTN4;#N/A
3342;TADA3;#N/A
3343;AQR;#N/A
3344;GRK2;#N/A
3345;VPS29;#N/A
3346;GCK;#N/A
3347;ZNF280D;#N/A
3348;RAB4A;#N/A
3349;ERG;x
3350;VPS16;#N/A
3351;ZW10;#N/A
3352;DNTTIP1;#N/A
3353;CMTM5;#N/A
3354;PRDX1;#N/A
3355;ITGA6;#N/A
3356;FAT4;#N/A
3357;PLEC;#N/A
3358;GADD45B;#N/A
3359;SCARA3;#N/A
3360;IL7R;x
3361;FHL1;#N/A
3362;LAMTOR2;#N/A
3363;VSIG2;#N/A
3364;KCNA6;#N/A
3365;PTPRJ;#N/A
3366;IRF8;x
3367;CD86;#N/A
3368;CDKN3;#N/A
3369;KIDINS220;#N/A
3370;GMIP;#N/A
3371;GCM2;#N/A
3372;PPARD;#N/A
3373;RHOV;#N/A
3374;CHST8;#N/A
3375;UBE2V1;#N/A
3376;GSTM3;#N/A
3377;DOCK7;#N/A
3378;CIZ1;#N/A
3379;CABIN1;#N/A
3380;GRIN1;#N/A
3381;TCERG1;#N/A
3382;POLR3D;#N/A
3383;MTFR1;#N/A
3384;UTP23;#N/A
3385;ZBTB25;#N/A
3386;PRPS1;#N/A
3387;SON;#N/A
3388;ORC6;#N/A
3389;EID3;#N/A
3390;S1PR1;#N/A
3391;CEBPZ;#N/A
3392;HNRNPUL1;#N/A
3393;TUT7;#N/A
3394;PFKFB2;#N/A
3395;SHOC2;x
3396;GINS3;#N/A
3397;PRR14;#N/A
3398;RALBP1;#N/A
3399;LPXN;#N/A
3400;RPL19;#N/A
3401;ZNF22;#N/A
3402;ETFA;#N/A
3403;KRT6B;#N/A
3404;LTV1;#N/A
3405;FBXW2;#N/A
3406;WIPF1;#N/A
3407;WDR45;#N/A
3408;CDC40;#N/A
3409;AAMP;#N/A
3410;CYCS;#N/A
3411;ZNHIT1;#N/A
3412;SMURF2;#N/A
3413;DNAJA3;#N/A
3414;DDX55;#N/A
3415;TMEM70;#N/A
3416;RBBP5;#N/A
3417;LPAR6;#N/A
3418;GNAO1;#N/A
3419;PTH1R;#N/A
3420;RPL17;#N/A
3421;SRSF3;#N/A
3422;CYFIP2;#N/A
3423;SH3GL3;#N/A
3424;TWIST1;#N/A
3425;BRD1;#N/A
3426;RAB11A;#N/A
3427;AIPL1;#N/A
3428;AHI1;#N/A
3429;MIB1;#N/A
3430;MOB4;#N/A
3431;CRYBG3;#N/A
3432;NAALADL2;#N/A
3433;HSPA6;#N/A
3434;CAPN1;#N/A
3435;CD1B;#N/A
3436;CYTH4;#N/A
3437;FBRS;#N/A
3438;RPL41;#N/A
3439;NLRC3;#N/A
3440;MACROH2A1;#N/A
3441;VWF;#N/A
3442;SNAP25;#N/A
3443;IARS2;#N/A
3444;SIGLEC9;#N/A
3445;SCGN;#N/A
3446;FOXJ1;#N/A
3447;SEC61A1;#N/A
3448;SORL1;#N/A
3449;BCL2L12;#N/A
3450;TPD52;#N/A
3451;GABRE;#N/A
3452;NDUFS1;#N/A
3453;ZNF397;#N/A
3454;DSG1;#N/A
3455;COL6A2;#N/A
3456;TNPO3;#N/A
3457;SSNA1;#N/A
3458;RAC2;x
3459;ZZEF1;#N/A
3460;BRPF3;#N/A
3461;ARMC10;#N/A
3462;EEF1D;#N/A
3463;PLP1;#N/A
3464;SLC35A2;#N/A
3465;ZMAT3;#N/A
3466;TOR1AIP1;#N/A
3467;PRR14L;#N/A
3468;EXOC2;#N/A
3469;GCC2;#N/A
3470;ZNF526;#N/A
3471;EPS8L3;#N/A
3472;CALML5;#N/A
3473;HIPK3;#N/A
3474;PRKCQ;#N/A
3475;BZW1;#N/A
3476;RHOXF2;#N/A
3477;SNUPN;#N/A
3478;TIGIT;#N/A
3479;MBOAT1;#N/A
3480;SLC30A4;#N/A
3481;CA2;#N/A
3482;MYH8;#N/A
3483;LGALS9C;#N/A
3484;C1orf105;#N/A
3485;KCNAB2;#N/A
3486;TPM4;#N/A
3487;FZD8;#N/A
3488;SIRPG;#N/A
3489;PTPN4;#N/A
3490;ADAM10;#N/A
3491;ID1;x
3492;FKBP6;#N/A
3493;NCF2;#N/A
3494;PDC;#N/A
3495;CYHR1;#N/A
3496;C1QTNF2;#N/A
3497;HAUS1;#N/A
3498;BACH1;#N/A
3499;IL1R1;#N/A
3500;PRMT2;#N/A
3501;HSF2;#N/A
3502;NUP188;#N/A
3503;TENT2;#N/A
3504;PINK1;#N/A
3505;EIF2AK3;#N/A
3506;DHX33;#N/A
3507;MTA3;#N/A
3508;TMEM30A;#N/A
3509;COPS4;#N/A
3510;GRIA2;#N/A
3511;LARP1;#N/A
3512;PDIA6;#N/A
3513;BBX;#N/A
3514;VDAC2;#N/A
3515;RUNDC3A;#N/A
3516;CEACAM1;#N/A
3517;POLA2;#N/A
3518;UBQLN4;#N/A
3519;SKIL;#N/A
3520;SF3B5;#N/A
3521;EIF1B;#N/A
3522;FBXL6;#N/A
3523;QTRT1;#N/A
3524;WASF2;#N/A
3525;EPB41L2;#N/A
3526;RMND5A;#N/A
3527;CALCRL;#N/A
3528;LNPK;#N/A
3529;NAAA;#N/A
3530;NDUFA4;#N/A
3531;MYL2;#N/A
3532;NEK4;#N/A
3533;CXCR4;x
3534;PDLIM1;#N/A
3535;RAD9A;#N/A
3536;MTUS2;#N/A
3537;EFEMP2;#N/A
3538;GAS6;#N/A
3539;TGOLN2;#N/A
3540;CPSF6;#N/A
3541;RP2;#N/A
3542;AKAP8;#N/A
3543;PKP2;#N/A
3544;ATP2A2;#N/A
3545;PCK1;#N/A
3546;ADAR;#N/A
3547;EIF4G3;#N/A
3548;GPR37;#N/A
3549;SS18;x
3550;MBTD1;#N/A
3551;TRIM29;#N/A
3552;POLR2L;#N/A
3553;PECAM1;#N/A
3554;NDUFB10;#N/A
3555;ATL2;#N/A
3556;HNRNPR;#N/A
3557;LACRT;#N/A
3558;GPANK1;#N/A
3559;CDKN2AIP;#N/A
3560;CD9;#N/A
3561;TUBB1;#N/A
3562;MED19;#N/A
3563;NPY2R;#N/A
3564;RABEP1;#N/A
3565;RNF216;#N/A
3566;ANKS3;#N/A
3567;DSG4;#N/A
3568;NEDD9;#N/A
3569;GTF3A;#N/A
3570;ALDH2;x
3571;KIF21B;#N/A
3572;USP43;#N/A
3573;MYO5A;x
3574;TICAM1;#N/A
3575;NCAM1;#N/A
3576;C16orf72;#N/A
3577;FUBP3;#N/A
3578;GOLGA7;#N/A
3579;ROBO2;#N/A
3580;PSG1;#N/A
3581;ERGIC2;#N/A
3582;SULF1;#N/A
3583;NOS3;#N/A
3584;ACE2;#N/A
3585;L2HGDH;#N/A
3586;TOX4;#N/A
3587;GNG12;#N/A
3588;NUDC;#N/A
3589;DOCK4;#N/A
3590;PTPN23;#N/A
3591;RBM4B;#N/A
3592;RNF5;#N/A
3593;MYOG;#N/A
3594;ENAH;#N/A
3595;LDB1;#N/A
3596;UBAP2L;#N/A
3597;GSTO1;#N/A
3598;UQCRH;#N/A
3599;EXOC8;#N/A
3600;PCGF3;#N/A
3601;UQCRB;#N/A
3602;USP50;#N/A
3603;AIMP2;#N/A
3604;STXBP5;#N/A
3605;TNPO2;#N/A
3606;SLC38A9;#N/A
3607;SAMD4B;#N/A
3608;TWNK;#N/A
3609;MAK;#N/A
3610;HERC4;#N/A
3611;ELP1;#N/A
3612;ATP5F1D;#N/A
3613;EP400;x
3614;ZMYM1;#N/A
3615;ENPP6;#N/A
3616;FLOT1;#N/A
3617;BAZ1A;#N/A
3618;WBP4;#N/A
3619;CNOT4;#N/A
3620;ASNS;#N/A
3621;EFNA1;#N/A
3622;MED29;#N/A
3623;PHLDA3;#N/A
3624;ING3;#N/A
3625;GEMIN6;#N/A
3626;SYCE1;#N/A
3627;HMG20A;#N/A
3628;HNRNPH3;#N/A
3629;GAD2;#N/A
3630;USP22;#N/A
3631;ROBO4;#N/A
3632;NOL9;#N/A
3633;VPS26A;#N/A
3634;PPP1R7;#N/A
3635;AKAP5;#N/A
3636;USP42;#N/A
3637;PCGF2;#N/A
3638;MTF2;#N/A
3639;GNG13;#N/A
3640;P2RY8;x
3641;MED31;#N/A
3642;TRIM24;#N/A
3643;CYSTM1;#N/A
3644;RBM7;#N/A
3645;MAPK8IP1;#N/A
3646;MYH13;#N/A
3647;IBTK;#N/A
3648;DDHD1;#N/A
3649;MAP4K1;#N/A
3650;FBXO46;#N/A
3651;RAB8B;#N/A
3652;ARL3;#N/A
3653;SKA1;#N/A
3654;POP1;#N/A
3655;DMAP1;#N/A
3656;H2BC15;#N/A
3657;RNF123;#N/A
3658;TFEB;#N/A
3659;EMILIN1;#N/A
3660;USP48;#N/A
3661;SLMAP;#N/A
3662;E2F2;#N/A
3663;SLC39A3;#N/A
3664;LUZP4;#N/A
3665;CSTF2;#N/A
3666;MAD2L2;x
3667;MATK;#N/A
3668;ZRANB2;#N/A
3669;TLR2;#N/A
3670;LIN9;#N/A
3671;FKBP10;#N/A
3672;MEOX2;#N/A
3673;LYPD6;#N/A
3674;AMPH;#N/A
3675;ACIN1;#N/A
3676;FGF23;x
3677;RAB14;#N/A
3678;RABAC1;#N/A
3679;SUSD4;#N/A
3680;NPM2;#N/A
3681;RNF4;#N/A
3682;PTPRO;#N/A
3683;NHP2;#N/A
3684;MRPS22;#N/A
3685;MED17;#N/A
3686;VASP;#N/A
3687;CYTIP;#N/A
3688;BRD7;#N/A
3689;RASSF8;#N/A
3690;TOMM22;#N/A
3691;TRAK2;#N/A
3692;IPO13;#N/A
3693;MED10;#N/A
3694;FCGR2A;#N/A
3695;RIMS1;#N/A
3696;COX6A1;#N/A
3697;NGF;#N/A
3698;CAMSAP2;#N/A
3699;P2RX4;#N/A
3700;LSM4;#N/A
3701;PYCR2;#N/A
3702;MEF2C;x
3703;CRTC2;#N/A
3704;BRD3;x
3705;KLF12;#N/A
3706;GFER;#N/A
3707;CXCL10;#N/A
3708;PCGF1;#N/A
3709;SLIT2;#N/A
3710;CD8A;#N/A
3711;EFNB1;#N/A
3712;FZD1;#N/A
3713;PPP1R35;#N/A
3714;CNKSR1;#N/A
3715;SORBS2;#N/A
3716;EXOC7;#N/A
3717;SCAI;#N/A
3718;TMOD1;#N/A
3719;INVS;#N/A
3720;TRAF5;x
3721;IFIT1B;#N/A
3722;LIPH;#N/A
3723;THRA;#N/A
3724;RUFY3;#N/A
3725;HOXD12;#N/A
3726;DSTYK;#N/A
3727;TJAP1;#N/A
3728;SH2B3;x
3729;TNIK;#N/A
3730;ARRDC1;#N/A
3731;CD68;#N/A
3732;CARTPT;#N/A
3733;NEIL3;#N/A
3734;DUSP7;#N/A
3735;LUM;#N/A
3736;HOXD13;#N/A
3737;IFNAR2;#N/A
3738;ZNF574;#N/A
3739;EXOSC9;#N/A
3740;SLC25A1;#N/A
3741;PSPH;#N/A
3742;SLC8A1;#N/A
3743;KLHL15;#N/A
3744;PILRA;#N/A
3745;MBP;#N/A
3746;GDI2;#N/A
3747;MMP14;#N/A
3748;GRIA4;#N/A
3749;MAML1;#N/A
3750;B3GALNT1;#N/A
3751;PTPN14;x
3752;SERPINA12;#N/A
3753;H2AC1;#N/A
3754;CEP57L1;#N/A
3755;ACAD8;#N/A
3756;TRUB2;#N/A
3757;SUCLG1;#N/A
3758;MRPL20;#N/A
3759;DNM1;#N/A
3760;FKBP8;#N/A
3761;HCCS;#N/A
3762;HDAC10;#N/A
3763;MRPS17;#N/A
3764;RSF1;#N/A
3765;C1QA;#N/A
3766;ING5;#N/A
3767;HTR3E;#N/A
3768;RAB2A;#N/A
3769;PVRIG;#N/A
3770;POLE2;#N/A
3771;KCNK16;#N/A
3772;CCNJL;#N/A
3773;UNG;#N/A
3774;STOML2;#N/A
3775;S100B;#N/A
3776;GPLD1;#N/A
3777;ADH1B;#N/A
3778;PNISR;#N/A
3779;LYPLA1;#N/A
3780;RRAS;x
3781;ARR3;#N/A
3782;ZNF267;#N/A
3783;PLEKHA8;#N/A
3784;IPO7;#N/A
3785;FMR1;#N/A
3786;TNFRSF13B;#N/A
3787;PRKACG;#N/A
3788;PPARGC1A;#N/A
3789;GLI3;#N/A
3790;WEE1;#N/A
3791;DLG2;#N/A
3792;NECAB2;#N/A
3793;RBM24;#N/A
3794;MED7;#N/A
3795;GYS1;#N/A
3796;MRGBP;#N/A
3797;DSC2;#N/A
3798;XRCC4;#N/A
3799;CISD3;#N/A
3800;TGFBR3;#N/A
3801;HOXC8;#N/A
3802;H2AC6;#N/A
3803;FAM76B;#N/A
3804;COX6C;#N/A
3805;RIC3;#N/A
3806;DNAJB1;#N/A
3807;CBX7;#N/A
3808;CD244;#N/A
3809;SNAPC4;#N/A
3810;BMPR1B;#N/A
3811;GNG7;#N/A
3812;ARPC5;#N/A
3813;TGFB3;#N/A
3814;STAG2;x
3815;ZC3H11A;#N/A
3816;TEX10;#N/A
3817;RALYL;#N/A
3818;RBP4;#N/A
3819;HBS1L;#N/A
3820;TAF2;#N/A
3821;XPO7;#N/A
3822;LAMP1;#N/A
3823;BID;#N/A
3824;ZYX;#N/A
3825;LMO2;x
3826;SLX4;x
3827;BBIP1;#N/A
3828;GRIN2A;x
3829;IL21R;#N/A
3830;CRMP1;#N/A
3831;ERC1;x
3832;DPY30;#N/A
3833;LAPTM5;#N/A
3834;TSR1;#N/A
3835;HTR7;#N/A
